,Company,Operating_System,Model,RAM(GB),Hard Disk(GB),Price(₹),Rating,Total Reviews,Product Links
55,Dell,Windows 10,Inspiron 3501 39.62 Cm (15.6 Inches) Fhd Display Laptop (11Th Gen Intel I3-1115G4/ 8Gb/1 Tb HDD/Integrated Graphics/Windows 10 + Mso/Soft Mint Color) D560424Win9S,8Gb,1,43100,3.6,173,https://www.amazon.in/Dell-Inspiron-3501-Integrated-D560424WIN9S/dp/B0919HLGYC/ref=sr_1_275?keywords=laptops&qid=1681370401&sr=8-275
56,HP,Windows 10,"EliteBook 830 G5 Laptop 13.3"" FHD | 1.7GHz Intel Core i5-8350U Quad-Core | 8GB DDR4 | 256GB SSD | Windows 10 Pro (Renewed)",8,256,,4.2,18,https://www.amazon.in/HP-EliteBook-i5-8350U-Quad-Core-Win10Pro/dp/B0834F1W8Z/ref=sr_1_276?keywords=laptops&qid=1681370401&sr=8-276
57,Dell,Windows 10,Dell Intel DELL LATITUDE 7490 Windows 10 Pro - CORE i7 8TH GEN/8GB/512GB SSD/WEBCAM/14'' TOUCH/WIN-10 PRO,8,512,,2.8,37,https://www.amazon.in/Renewed-Dell-DELL-LATITUDE-Windows/dp/B0B1VQ1ZH6/ref=sr_1_277?keywords=laptops&qid=1681370401&sr=8-277
58,Lenovo,Windows 11,"IdeaPad Slim 1 Intel Celeron N4020 4th Gen 11.6'' (29.46cm) HD Thin & Light Laptop (4GB/256GB SSD/Windows 11/Office 2021/3months Game Pass/Platinum Grey/1.2Kg), 81VT009UIN",4,256,,3.8,935,https://www.amazon.in/Lenovo-IdeaPad-Celeron-Platinum-81VT009UIN/dp/B09V7ZJYBN/ref=sr_1_278?keywords=laptops&qid=1681370401&sr=8-278
59,MSI,Windows 11,"Prestige 16 Studio, Intel 13th Gen. i7-13700H, 41CM QHD+ 165Hz Laptop (16GB/1TB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX 4050, GDDR6 6GB/Urban Silver/2.1Kg), A13VE-031IN",16,,179990,Previous,,https://www.amazon.in/MSI-Prestige-16-Studio-A13VE-031IN/dp/B0BX9QZF62/ref=sr_1_279?keywords=laptops&qid=1681370401&sr=8-279
60,Lenovo,Windows 11,E41-55 AMD 14-inch HD 220 Nits Antiglare Thin and Light Laptop (Athlon Silver 3050U/8GB RAM/256 SSD/Windows 11/Integrated AMD Graphics/Grey/1 Year Onsite/1.59 kg),8,256,20999,Previous,,https://www.amazon.in/Lenovo-14-inch-Antiglare-Integrated-Graphics/dp/B09W2LFMF3/ref=sr_1_280?keywords=laptops&qid=1681370401&sr=8-280
61,Lenovo,Windows 11,"Lenovo IdeaPad 3 11th Gen Intel Core i3 15.6 inch FHD Thin & Light Laptop(8GB/512GB SSD/Windows 11/Platinum Grey/1.7Kg), 81X800LGIN",8,512,,3.5,2,https://www.amazon.in/Renewed-Lenovo-Warranty-Platinum-81X800LGIN/dp/B0BG8LZJZ2/ref=sr_1_281?keywords=laptops&qid=1681370401&sr=8-281
62,ASUS,Windows 11,"VivoBook 14 (2021), Intel Core i5-1135G7 11th Gen, 14-inch (35.56 cms) FHD Thin and Light Laptop (8GB/1TB HDD + 256GB SSD/Office 2021/Windows 11/Iris Xe Graphics/Silver/1.6 Kg), X415EA-EK572WS",8,1,47990,4.1,560,https://www.amazon.in/ASUS-VivoBook-i5-1135G7-Graphics-X415EA-EK572WS/dp/B09DX8FZSL/ref=sr_1_282?keywords=laptops&qid=1681370401&sr=8-282
63,Lenovo,DOS,"V15 Intel i3-1115G4 3.0Ghz 15.6"" (39.62cm) FHD 250 nits Antiglare Thin and Light Laptop,1YR ADP (4GB/256GB SSD/DOS/Iron Grey/1.7 Kg), 82KBA002IH",4,256,29990,2.9,14,https://www.amazon.in/Lenovo-1115G4-Laptop-Warranty-82KBA002IH/dp/B09HQZX4K1/ref=sr_1_283?keywords=laptops&qid=1681370401&sr=8-283
64,Dell,Ubuntu,"New 14"" Latitude 3420- i3 11th Gen || 16 GB || 256 GB SSD || 14"" Full HD 1920 x 1080 Pixels || 4-Cell, 54 WHR Battery || Ubuntu-Dos || 1 Year Onsite with ADP Warranty",16 ,256,39750,4.0,1,https://www.amazon.in/Dell-Latitude-Battery-Ubuntu-Dos-Warranty/dp/B0B9RLGVDM/ref=sr_1_284?keywords=laptops&qid=1681370401&sr=8-284
65,ASUS,,"Vivobook 14 OLED,12th Gen Intel Core i5-1235U,14""(35.56 cms) 2.8K 90Hz, Laptop(16GB/512GB SSD/Win11/MSO'21/Alexa/Backlit KB/FP/1.6 kg),X1405ZA-KM511WS, Additional Discount on HDFC Bank Card",16,512,65990,4.8,9,https://www.amazon.in/ASUS-Vivobook-i5-1235U-X1405ZA-KM511WS-Additional/dp/B0BHGVW38M/ref=sr_1_285?keywords=laptops&qid=1681370401&sr=8-285
66,Dell,,Dell Latitude 5400 (Core-I5 08th GEN/16GB/256GB SSD/14/Win Pro),16,256,,3.0,3,https://www.amazon.in/Renewed-Dell-Latitude-Core-I5-256GB/dp/B0BKZHKFNJ/ref=sr_1_286?keywords=laptops&qid=1681370401&sr=8-286
67,HP,,"Victus Gaming Latest 12th Gen Intel Core i7 12650H 15.6 inch(39.6 cm) FHD Gaming Laptop (8GB RAM/512GB SSD/RTX 3050 4GB Graphics/144Hz/9ms Rs Time/Win 11/MSO/BL KB/B&O/Alexa/Xbox Pass),15-fa0073TX",8,512,82990,4.3,119,https://www.amazon.in/HP-Victus-Graphics-Response-15-fa0073TX/dp/B0B752D4Z7/ref=sr_1_287?keywords=laptops&qid=1681370401&sr=8-287
68,HP,Windows 11,NB 255 G8 Laptop 15.6 inch (39.6 cm) AMD Ryzen 3-3250U/8GB DDR4 Ram/1TB HDD/HD/Windows 11/AMD Radeon Vega 8 Graphics/Dark Ash Silver/1.74Kg 64Q84PA,8,1,38900,3.2,158,https://www.amazon.in/HP-3-3250U-Graphics-64Q84PA-ACJ/dp/B09RMQXSZT/ref=sr_1_288?keywords=laptops&qid=1681370401&sr=8-288
69,ASUS,Windows 11,"TUF Gaming F15, 15.6-inch (39.62 cms) FHD 144Hz, Intel Core i5-10300H 10th Gen, 4GB NVIDIA GeForce GTX 1650, Gaming Laptop (8GB/512GB SSD/Windows 11/Office H&S/Black/2.3 Kg), FX506LHB-HN355WS",4,512,56990,4.3,983,https://www.amazon.in/ASUS-15-6-inch-i5-10300H-GeForce-GTX-FX506LHB-HN355WS/dp/B09ZXM2B4N/ref=sr_1_289?keywords=laptops&qid=1681370611&sr=8-289
70,Lenovo,Windows 10,"Lenovo Ideapad Gaming 3 11th Gen Intel Core i5 15.6"" (39.62cm) FHD IPS Gaming Laptop (8GB/512 GB SSD/Windows 10/NVIDIA RTX 3050 4GB/120Hz Refresh Rate/Backlit Keyboard/Shadow Black/2.25Kg), 82K1004CIN",8,512,,Previous,,https://www.amazon.in/Renewed-Lenovo-Ideapad-Keyboard-82K1004CIN/dp/B09JBL5SX4/ref=sr_1_290?keywords=laptops&qid=1681370611&sr=8-290
71,HP,,"HP Pavilion Gaming AMD Ryzen 5 5600H 39.6 cm(15.6-inch) FHD Gaming Laptop (8GB/512GB SSD/Win 11/NVIDIA GeForce GTX 1650 Graphics/MS Office/ Shadow Black & Ultra Violet/ 1.98 Kg), 15-ec2150AX",8,512,,3.4,3,https://www.amazon.in/HP-Pavilion-15-6-inch-Graphics-15-ec2150AX/dp/B09R4RM5HZ/ref=sr_1_291?keywords=laptops&qid=1681370611&sr=8-291
72,Lenovo,,"IdeaPad Flex 5 Intel Core i5-1235U 14""(35.56cm) WUXGA IPS 2-in-1 Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/Fingerprint/FHD Camera/Alexa/3 month Game Pass/Storm Grey/1.5Kg),82R70069IN",16,512,74990,4.0,4,https://www.amazon.in/Lenovo-IdeaPad-i5-1235U-Fingerprint-82R70069IN/dp/B0B7RZCVLC/ref=sr_1_292?keywords=laptops&qid=1681370611&sr=8-292
73,MSI,Windows 11,"Vector GP66, Intel 12th Gen. i7-12700H, 40CM FHD 240Hz Gaming Laptop (16GB/1TB NVMe SSD/Windows 11 Home/Nvidia RTX3060 6GB GDDR6/Black/2.38Kg), 12UEO-646IN",16,,126990,4.4,10,https://www.amazon.in/MSI-i7-12700H-Windows-RTX3060-12UEO-646IN/dp/B0B8ZH3FCT/ref=sr_1_293?keywords=laptops&qid=1681370611&sr=8-293
74,Acer,,"Acer Swift 5 Intel EVO Premium Thin and Light Laptop|14"" Full HD IPS Touch Display |11th Gen Intel Core i7-1165G7 Processor |16GB LPDDR4X | 1TB SSD |Backlit Keyboard | Win 11| MSO 2021 |, Green, Large",16,1,,5.0,1,https://www.amazon.in/Renewed-Acer-i7-1165G7-Processor-Keyboard/dp/B0B2MM6PX7/ref=sr_1_294?keywords=laptops&qid=1681370611&sr=8-294
75,ASUS,Windows 11,"VivoBook K15 OLED 2021, 15.6-inches 39.62 cm FHD OLED, Intel Core i5-1135G7 11th Gen, Thin and Light Laptop (16GB/512GB SSD/Iris Xe Graphics/Office 2021/Windows 11/Black/1.8 Kg), K513EA-L512WS",16,512,63990,4.0,39,https://www.amazon.in/ASUS-15-6-inch-i5-1135G7-Iris-Xe-Graphics-K513EA-L512WS/dp/B09LJ437SS/ref=sr_1_295?keywords=laptops&qid=1681370611&sr=8-295
76,HP,,"15 11th Gen Intel Core i3 Processor 15.6-inch FHD Laptop with Alexa Built-in(8GB/512GB SSDWin 10/MS Office/Jet Black/1.69 Kg), 15s-fq2072TU",8,512,41900,3.7,63,https://www.amazon.in/HP-Processor-15-6-inch-Laptop-15s-fq2072TU/dp/B08WHML7F1/ref=sr_1_296?keywords=laptops&qid=1681370611&sr=8-296
77,Dell,Windows 11,"New 14"" Latitude 3420-- i5 11th Gen || 16 GB || 1TB + 256 GB SSD || 14"" HD || Windows10 Pro ( Upgradeable Windows 11 Pro) || 3 Year Onsite with ADP Warranty || Backlit || Intel® Iris® Xe Graphics",16 ,256,80800,5.0,2,https://www.amazon.in/Dell-Latitude-Windows10-Upgradeable-Warranty/dp/B0969SQ4RK/ref=sr_1_297?keywords=laptops&qid=1681370611&sr=8-297
78,Lenovo,,"ThinkBook 13s Intel 10th Gen Core i3 13.3"" Laptop (4GB/1TB SSD/Win10/1.26 Kg), 20V9A05KIH",4,1,63400,4.6,5,https://www.amazon.in/Lenovo-ThinkBook-Windows-Mineral-20V9A05KIH/dp/B09GB3LXN5/ref=sr_1_298?keywords=laptops&qid=1681370611&sr=8-298
79,Lenovo,,"IdeaPad Gaming 3 AMD Ryzen 7 5800H 15.6"" (39.62cm) FHD IPS Gaming Laptop (16GB/512GB SSD/4GB NVIDIA RTX 3050/120Hz/Win 11/Office 2021/Backlit/3months Game Pass/Shadow Black/2.25Kg), 82K201UMIN",16,512,80990,4.4,193,https://www.amazon.in/Lenovo-IdeaPad-39-62cm-Backlit-82K201UMIN/dp/B0B56DRGBC/ref=sr_1_299?keywords=laptops&qid=1681370611&sr=8-299
80,ASUS,Windows 11,"TUF Gaming F15 Intel Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) FX506LHB-HN358W Gaming Laptop (15.6 inch [40cm], Black Plastic, 2.30 kg)",8 ,512,53000,3.0,3,https://www.amazon.in/ASUS-Gaming-Intel-Core-10th/dp/B0BLQQJCR2/ref=sr_1_300?keywords=laptops&qid=1681370611&sr=8-300
81,Dell,,"Vostro 3425 Metal Laptop, AMD Ryzen 5-5625U, 8GB, 512GB, Win 11+MSO'21, 14.0"" (35.56Cms) FHD WVA AG 250 nits, Titan Grey (D552242WIN9S, 1.48Kgs)",8,,55990,Previous,,https://www.amazon.in/Dell-Vostro-3425-35-56Cms-D552242WIN9S/dp/B0B2WRVD75/ref=sr_1_301?keywords=laptops&qid=1681370611&sr=8-301
82,HP,DOS,Intel Business Laptop 250 G8 Core i5 11th Gen 8GB RAM 512GB SSD DOS OS 15.6 inches Screen Grey Color 42V69PA,8,512,49600,2.5,2,https://www.amazon.in/HP-Business-Laptop-inches-42V69PA/dp/B0B3JJXY43/ref=sr_1_302?keywords=laptops&qid=1681370611&sr=8-302
83,Infinix,Windows 11,"Inbook X1 Intel Core I3 10Th Gen - (8 Gb/256 Gb Ssd/Windows 11 Home) Xl11 Thin And Light Laptop (14 Inches, Starfall Grey, 1.48 Kg)",8 Gb,,30990,3.8,18,https://www.amazon.in/Infinix-Inbook-Intel-Core-10Th/dp/B09MFV5M95/ref=sr_1_303?keywords=laptops&qid=1681370611&sr=8-303
84,Dell,Windows 11,"15 (2021) Ryzen 3-3250U, 8GB, 256GB SSD, Windows 11 + MS Office ' 21, AMD Vega Graphics, 15.6 Inches(39.6cm) FHD Display Notebook Computer - Carbon Black (Inspiron 3515, D560708WIN9BE)",8,256,36990,3.8,36,https://www.amazon.in/Dell-Office21-Inspiron-3515-D560708WIN9BE/dp/B09NLSKV6Z/ref=sr_1_304?keywords=laptops&qid=1681370611&sr=8-304
85,HP,Windows 10,"HP 348 G4 NOTEBOOK (Windows 10 Pro, Intel CORE I5 7TH GEN /8GB/256GB SSD/WEBCAM/14'' (35 cm)/WIN PRO)",8,256,,3.3,11,https://www.amazon.in/Renewed-HP-348-G4-NOTEBOOK/dp/B0BGKVBJ1Z/ref=sr_1_145?keywords=laptops&qid=1681367392&sr=8-145
86,Samsung,Windows 11,"Galaxy Book3 Pro 360 Intel 13th Gen i5 EvoTM 40.62cm(16"") Touchscreen 2-in-1 3K Display, 120Hz, Thin & Light Laptop(16 GB/512 GB SSD/Windows 11/MS Office/S-Pen/Graphite/1.6Kg), NP960QFG-KA2IN",16 ,512,155990,5.0,5,https://www.amazon.in/Samsung-40-62cm-Touchscreen-Graphite-NP960QFG-KA2IN/dp/B0BS9GGMW5/ref=sr_1_146?keywords=laptops&qid=1681367392&sr=8-146
87,Lenovo,Windows 11,"ThinkPad E14 Intel Core i7 12th Gen 14"" FHD IPS Thin and Light Laptop (16GB RAM/1TB SSD/Windows 11 Home/MS Office H&S 2021/Backlit Keybaord/FPR/Black/1.59 kg), 21E3S05800",16,1,98990,3.6,15,https://www.amazon.in/Lenovo-ThinkPad-Windows-Keybaord-21E3S05800/dp/B0BDM5KPQ7/ref=sr_1_147?keywords=laptops&qid=1681367392&sr=8-147
88,HP,Windows 11,"Pavilion 14, AMD Ryzen 5-5625U 8GB RAM/512GB SSD 14inches/35.6 cm FHD, IPS Micro-Edge Display/Radeon Graphics/Alexa/B&O Audio/Fast Charge/Win11 Home/MS Office 2021, 14-Ec1003au Windows 11 Home",8,512,52990,4.1,633,https://www.amazon.in/HP-Pavilion-14inches-Micro-Edge-14-Ec1003au/dp/B09V1GMW72/ref=sr_1_148?keywords=laptops&qid=1681367392&sr=8-148
89,HP,Windows 11,"15s-11th Gen Intel Core i3 15.6 Laptop (8GB RAM/512GB SSD, FHD, Micro-Edge, Anti-Glare Display UHD Graphics/Alexa/Windows 11/ Dual Speakers/Fast Charge/Win 11/Backlit/MS Office) 15s- fr2512TU",8,512,41185,3.9,19,https://www.amazon.in/HP-15s-11th-Micro-Edge-Anti-Glare-Graphics/dp/B0B61GC7FP/ref=sr_1_149?keywords=laptops&qid=1681367392&sr=8-149
90,Lenovo,Windows 11,"V14 Intel Core I3 11th Gen 14"" Thin and Light Laptop (8GB RAM/256GB SSD/Windows 11/Iron Grey/1.5 kg)",8,256,32999,3.6,4,https://www.amazon.in/Lenovo-Intel-Light-Laptop-Windows/dp/B0BLHQXV42/ref=sr_1_150?keywords=laptops&qid=1681367392&sr=8-150
91,Lenovo,Windows 11,S14 Gen 3 12th Gen Intel Core i5-1235U / 16GB DDR4 Ram/ 512 GB SSD PCIe / 14.0 FHD 3.0mm Display / Windows 11 / MS-OFFICE / Integrated Graphics / FingerPrint Lock / Backlit Keyboard / 3YR Premium Warranty,16,512,57999,2.9,4,https://www.amazon.in/Lenovo-i5-1235U-MS-OFFICE-Integrated-FingerPrint/dp/B0BTPSJF4G/ref=sr_1_151?keywords=laptops&qid=1681367392&sr=8-151
92,Lenovo,Windows 11,"IdeaPad Slim 3 Intel Celeron N4020 4th Gen 15.6"" (39.62cm) HD Thin & Light Laptop (8GB/256GB SSD/Windows 11/Office 2021/2Yr Warranty/3months Game Pass/Platinum Grey/1.7Kg), 81WQ00MQIN",8,256,30000,3.8,332,https://www.amazon.in/Lenovo-IdeaPad-Warranty-Platinum-81WQ00MQIN/dp/B09YJ1Q16L/ref=sr_1_152?keywords=laptops&qid=1681367392&sr=8-152
93,Samsung,Windows 11,"Galaxy Book2 (NP750) Intel 12th Gen core i5 39.6cm (15.6"") FHD Thin & Light Laptop (8 GB/512 GB/Windows 11/MS Office/Backlit Keyboard/Finger Print Reader/Silver/1.55Kg), NP750XED-KC1IN",8 ,,62990,4.1,103,https://www.amazon.in/Samsung-Windows-Backlit-Keyboard-NP750XED-KC1IN/dp/B09Z216R5Q/ref=sr_1_153?keywords=laptops&qid=1681367392&sr=8-153
94,MSI,Windows 11,"Gaming Sword 15, Intel 12th Gen. i5-12500H, 40CM FHD 144Hz Gaming Laptop (16GB/1TB NVMe SSD/Windows 11 Home/Nvidia RTX 3050 4GB GDDR6/ Black/2.6Kg), A12UC-467IN",16,,83990,4.4,85,https://www.amazon.in/MSI-Gaming-i5-12500H-Windows-A12UC-467IN/dp/B09Y8W454V/ref=sr_1_154?keywords=laptops&qid=1681367392&sr=8-154
95,Lenovo,,"Yoga Slim 7 Pro Intel Evo Core i5-11320H 14""(35.6cm) 2.8K Laptop(16GB/512GB SSD/Win11/MSO 2021/90Hz/3Yr Brand Warranty/1.3Kg),82NC00EWIN,5% Instant Off on APay ICICI CreditCard (Prime only)",16,512,69990,4.2,117,https://www.amazon.in/Lenovo-i5-11320H-400nits-Warranty-82NC00EWIN/dp/B0B56CVZVS/ref=sr_1_155?keywords=laptops&qid=1681367392&sr=8-155
96,HP,Windows 11,Zbook Power G4-A/15.6(39.6 cm) FHD Display/AMD Ryzen 5 6600H/16 GB RAM/1TB SSD/NVIDIA Quadro T600 (4 GB GDDR6 Dedicated)/Windows 11 Home/Microsoft Office 2021/Backlit Keyboard,16 ,1,99990,Previous,,https://www.amazon.in/HP-Zbook-Power-Dedicated-Microsoft/dp/B0BNJ5YRKT/ref=sr_1_156?keywords=laptops&qid=1681367392&sr=8-156
97,HP,Windows 11,"HP EliteBook 820 G4 12.5"" (31.75 cm) Thin & Light HD Laptop (Core i5-7th Gen/16 GB DDR4 RAM/256 GB SSD/Windows 11/ MS Office/ Wifi/ Bluetooth 4.2/ Webcam/Integrated Graphics)",16 ,256,,3.7,4,https://www.amazon.in/HP-EliteBook-Bluetooth-Integrated-Graphics/dp/B09VSKQJ46/ref=sr_1_157?keywords=laptops&qid=1681367392&sr=8-157
98,Lenovo,Windows 10,"Lenovo Thinkpad L450 5th Gen Intel Core i5 HD Laptop (8 GB RAM/500 GB HDD/14"" (35.6 cm)/Windows 10 Pro/MS Office/WiFi/Bluetooth 4.0/Webcam/Intel HD Graphics)",8 ,500,,3.2,77,https://www.amazon.in/Renewed-Lenovo-Thinkpad-Bluetooth-Graphics/dp/B0B3HXMM1M/ref=sr_1_158?keywords=laptops&qid=1681367392&sr=8-158
99,Lenovo,,"Thinkpad P15v 12th Gen Intel Core i9 15.6""(39.62cm) FHD IPS Antiglare 300nits Thin and Light Workstation (32GB/1TB SSD/Win 11 Pro/NVIDIA RTX A2000 4GB Graphics/Backlit/Black/2.22Kg), 21D8S01T00",32,1,245990,Previous,,https://www.amazon.in/Lenovo-Thinkpad-Antiglare-Workstation-21D8S01T00/dp/B0BX9VZV6L/ref=sr_1_159?keywords=laptops&qid=1681367392&sr=8-159
100,Lenovo,Windows 7,"(Renewed) Thinkpad T440-i5-8 GB-500 GB 14-inch Laptop (4th Gen Core i5/8GB/500GB HDD/Windows 7/Integrated Graphics), Black",8 ,500,,2.9,32,https://www.amazon.in/Lenovo-T440-i5-8-GB-500-GB-Integrated/dp/B07S3VLQZR/ref=sr_1_160?keywords=laptops&qid=1681367392&sr=8-160
101,MSI,Windows 11,"Katana GF76, Intel 11th Gen. i7-11800H, 43CM FHD 144Hz Gaming Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Nvidia RTX3050Ti 4GB GDDR6/Black/2.6Kg), 11UD-849IN",16,,81990,4.4,7,https://www.amazon.in/MSI-i7-11800H-Windows-RTX3050Ti-11UD-849IN/dp/B0B92MYGKP/ref=sr_1_161?keywords=laptops&qid=1681367457&sr=8-161
102,ASUS,Windows 11,"Vivobook 15 OLED (2023), AMD Ryzen 7 7730U, 15.6"" (39.62 cm) FHD OLED, Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Alexa/Backlit KB/FP Sensor/Indie Black/1.70 kg), M1505YA-LK741WS",16,512,73990,2.7,3,https://www.amazon.in/ASUS-Vivobook-Windows-Backlit-M1505YA-LK741WS/dp/B0BXPWS41N/ref=sr_1_162?keywords=laptops&qid=1681367457&sr=8-162
103,Lenovo,Windows 11,"ThinkPad E14 Intel Core i7 11th Gen 14-inch (35.56cm) FHD TN Antiglare Thin and Light Laptop (16GB RAM/1TB SSD/Windows 11 Home/Microsoft Office H&S 2021/FPR/Black/1.59 kg), 20TAS1B300",16,1,95490,3.6,15,https://www.amazon.in/Lenovo-ThinkPad-Antiglare-Microsoft-20TAS1B300/dp/B0B1DHQS7R/ref=sr_1_163?keywords=laptops&qid=1681367457&sr=8-163
104,ASUS,Windows 11,"Vivobook 15, Intel Core i3-1220P 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Alexa Built-in/FP Sensor/Blue/1.7 kg), X1502ZA-EJ381WS",8,512,40990,4.6,13,https://www.amazon.in/ASUS-Vivobook-i3-1220P-Integrated-X1502ZA-EJ381WS/dp/B0BLP23H71/ref=sr_1_164?keywords=laptops&qid=1681367457&sr=8-164
105,DELL,Windows 11,"DELL Latitude 5490 Core i5 7th Gen Laptop, 16 GB RAM, 512GB SSD, Intel HD Graphics, 14 inch (36.83 cms) HD Screen, Windows 11 (Upgraded), MS Office, Black, Slim",16 ,512,,3.1,12,https://www.amazon.in/Renewed-Latitude-Graphics-Windows-Upgraded/dp/B0BLVV4J9X/ref=sr_1_165?keywords=laptops&qid=1681367457&sr=8-165
106,ASUS,Windows 11,"VivoBook Ultra K14, Intel Core i3-1125G4 11th Gen, 14"" (35.56 cms) FHD Thin and Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Integrated Graphics/Transparent Silver/1.4 kg), K413EA-EB311WS",8,512,38990,4.1,47,https://www.amazon.in/ASUS-i3-1125G4-Integrated-Transparent-K413EA-EB311WS/dp/B09SX1SVB4/ref=sr_1_166?keywords=laptops&qid=1681367457&sr=8-166
107,Acer,Windows 11,Extensa 15 AMD Ryzen 3 7320U Quad-Core Processor (8 GB/512 GB SSD/Windows 11 Home/AMD Radeon Graphics/1.78 KG/Steel Gray) EX215-23 Full HD Display Laptop,8 ,512,36999,5.0,1,https://www.amazon.in/Acer-Quad-Core-Processor-Graphics-EX215-23/dp/B0BX6P33QX/ref=sr_1_167?keywords=laptops&qid=1681367457&sr=8-167
108,ASUS,Windows 11,"TUF Dash F15, Intel Core i7-12650H 12th Gen, 15.6"" (39.62 cm) FHD 144Hz, 4GB RTX 3050 Graphics, Gaming Laptop (16GB/1TB SSD/Windows 11/Office 2021/Backlit KB/Black/2 kg), FX517ZC-HN108WS",4,1,99990,4.0,2,https://www.amazon.in/ASUS-i7-12650H-RTX-3050-Graphics-FX517ZC-HN108WS/dp/B0B8XRPXXP/ref=sr_1_168?keywords=laptops&qid=1681367457&sr=8-168
109,MSI,Windows 11,"Sword 15 A12UDX, Intel 12th Gen. i5-12450H, 40CM FHD 144Hz Gaming Laptop (16GB/1TB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX3050, 6GB GDDR6/White/2.25Kg), A12UDX-468IN",16,,91990,Previous,,https://www.amazon.in/MSI-i5-12450H-Windows-GeForce-A12UDX-468IN/dp/B0BW9NT5SF/ref=sr_1_169?keywords=laptops&qid=1681367457&sr=8-169
110,Acer,,Extensa 15 Laptop Intel Core i3 N305 8 core Processor (8 GB/256 GB SSD/Win11 Home/MS Office Home and Student/Intel UHD Graphics/1.7 KG/Silver) EX215-33 FHD Display,8 ,256,34999,4.0,397,https://www.amazon.in/Acer-Extensa-Processor-Graphics-EX215-33/dp/B0BXL9KVCL/ref=sr_1_170?keywords=laptops&qid=1681367457&sr=8-170
111,Lenovo,Windows 10,"V15 Intel Celeron N4020 15.6 inches FHD Thin & Light Business Laptop (4GB/256GB SSD/Windows 10 Home/Iron Grey/1.85Kg), 82C30053IH",4,256,24999,3.7,41,https://www.amazon.in/Lenovo-V15-IGL-82C30052IH-Celeron-Warranty/dp/B09HHLGC9V/ref=sr_1_171?keywords=laptops&qid=1681367457&sr=8-171
112,Dell,Windows 7,"(Renewed) Latitude Intel E5440-i3-4 GB SSD-240 GB SSD 14-inches Laptop, 4th Gen Core i3/4GB/240GB SSD/Windows 7/Integrated Graphics, Grey",4 ,4,,4.4,6,https://www.amazon.in/E5440-i3-4-GB-SSD-240-SSD-Integrated/dp/B07P6VYXGB/ref=sr_1_172?keywords=laptops&qid=1681367457&sr=8-172
113,Lenovo,Windows 11,"IdeaPad Slim 3 11th Gen Intel Core i3 14""(35cm) FHD Thin & Light Laptop (8GB/256GB SDD/Windows 11/MS Office 2021/2Yr Warranty/Platinum Grey/1.5Kg), 81X700ECIN",8,256,36490,3.9,69,https://www.amazon.in/Lenovo-IdeaPad-Warranty-Platinum-81X700ECIN/dp/B09Q5BV1TV/ref=sr_1_173?keywords=laptops&qid=1681367457&sr=8-173
114,Lenovo,Windows 11,"IdeaPad Slim 3 Intel Celeron N4020 4th Gen 15.6"" (39.62cm) HD 220nits Anti-Glare (8GB/256GB SDD/Windows 11/Office 2021/2Yr Warranty/3months Game Pass/Platinum Grey/1.7Kg), 81WQ00NXIN",8,256,28550,3.4,54,https://www.amazon.in/Lenovo-Anti-Glare-Warranty-Platinum-81WQ00NXIN/dp/B0B7R7HFKL/ref=sr_1_174?keywords=laptops&qid=1681367457&sr=8-174
115,MSI,Windows 10,"Prestige 14 A10RB-038IN Intel Core i7-10510U 10th Gen 14 inches Gaming Laptop (16GB/512GB NVMe SSD/Windows 10 Home/MX250, NVIDIA 2GB Graphics/1.29Kg) 9S7-14C212-038 - Grey",16,,82990,2.7,4,https://www.amazon.in/MSI-Prestige-14-A10RB-038IN-9S7-14C212-038/dp/B084S4GXWX/ref=sr_1_175?keywords=laptops&qid=1681367457&sr=8-175
116,HP,,"HP Chromebook 13 G1 6th Gen Intel Core m5 Thin & Light FHD Laptop (8 GB RAM/32 GB eMMC Storage/13.3"" (33.8 cm) FHD/Chrome OS/WiFi/Bluetooth/Webcam/Intel Graphics)",8 ,,,Previous,,https://www.amazon.in/Renewed-HP-Chromebook-Bluetooth-Graphics/dp/B0BXH2KPVS/ref=sr_1_176?keywords=laptops&qid=1681367457&sr=8-176
117,Lenovo,DOS,"V15 AMD Ryzen 3 5300U 15.6"" (39.62cm) FHD 250 nits Antiglare Thin and Light Laptop (8GB/512GB SSD/DOS/1 Year Onsite Warranty/Iron Grey/1.7 Kg), 82KDA01UIH",8,512,32990,2.5,2,https://www.amazon.in/Lenovo-39-62cm-Antiglare-Warranty-82KDA01UIH/dp/B0BRNKG81R/ref=sr_1_177?keywords=laptops&qid=1681367577&sr=8-177
